Geo_Name,Geo_QName,Geo_SUMLEV,Geo_FIPS,Geo_state,Geo_county,SE_T001_001,SE_T009_001,SE_T009_002,SE_T009_003,SE_T009_004,SE_T050_001,SE_T051_001,SE_T051_002,SE_T051_003,SE_T051_004,SE_T051_005,SE_T056_001,SE_T056_002,SE_T056_003
"38E","Census Tract 38E, Philadelphia County, Pennsylvania","140","4210103805000","42","101",4915,4915,4914,0,1,1296,1296,1269,27,25,2,1269,634,635
"38F","Census Tract 38F, Philadelphia County, Pennsylvania","140","4210103806000","42","101",10050,10050,10044,2,4,2544,2544,2488,56,55,1,2488,1163,1325
"38G","Census Tract 38G, Philadelphia County, Pennsylvania","140","4210103807000","42","101",10438,10438,9937,495,6,3433,3433,3181,252,228,24,3181,1078,2103
"38H","Census Tract 38H, Philadelphia County, Pennsylvania","140","4210103808000","42","101",14518,14518,12504,1994,20,4789,4789,4534,255,244,11,4534,1449,3085
"38I","Census Tract 38I, Philadelphia County, Pennsylvania","140","4210103809000","42","101",7037,7037,6847,186,4,1806,1806,1734,72,69,3,1734,656,1078
"38J","Census Tract 38J, Philadelphia County, Pennsylvania","140","4210103810000","42","101",15218,15218,15092,117,9,3968,3968,3890,78,72,6,3890,1947,1943
"38K","Census Tract 38K, Philadelphia County, Pennsylvania","140","4210103811000","42","101",30,30,30,0,0,6,6,6,0,0,0,6,2,4
"39A","Census Tract 39A, Philadelphia County, Pennsylvania","140","4210103901000","42","101",332,332,318,5,9,0,0,0,0,0,0,0,0,0
"39B","Census Tract 39B, Philadelphia County, Pennsylvania","140","4210103902000","42","101",19634,19634,19241,391,2,4782,4782,4635,147,143,4,4635,2042,2593
"39C","Census Tract 39C, Philadelphia County, Pennsylvania","140","4210103903000","42","101",24995,24995,23832,1152,11,6127,6127,5952,175,149,26,5952,2526,3426
"39D","Census Tract 39D, Philadelphia County, Pennsylvania","140","4210103904000","42","101",19840,19840,19769,40,31,4501,4501,4432,69,64,5,4432,2243,2189
"39E","Census Tract 39E, Philadelphia County, Pennsylvania","140","4210103905000","42","101",6324,6324,6162,140,22,1623,1623,1583,40,39,1,1583,607,976
"39F","Census Tract 39F, Philadelphia County, Pennsylvania","140","4210103906000","42","101",75,75,75,0,0,21,21,18,3,3,0,18,1,17
"39G","Census Tract 39G, Philadelphia County, Pennsylvania","140","4210103907000","42","101",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39H","Census Tract 39H, Philadelphia County, Pennsylvania","140","4210103908000","42","101",345,345,306,39,0,101,101,99,2,1,1,99,53,46
"39I","Census Tract 39I, Philadelphia County, Pennsylvania","140","4210103909000","42","101",124,124,123,1,0,40,40,38,2,2,0,38,16,22
"39J","Census Tract 39J, Philadelphia County, Pennsylvania","140","4210103910000","42","101",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39K","Census Tract 39K, Philadelphia County, Pennsylvania","140","4210103911000","42","101",1726,1726,1684,22,20,0,0,0,0,0,0,0,0,0
"40A","Census Tract 40A, Philadelphia County, Pennsylvania","140","4210104001000","42","101",508,508,143,365,0,123,123,120,3,3,0,120,20,100
"40B","Census Tract 40B, Philadelphia County, Pennsylvania","140","4210104002000","42","101",9145,9145,6670,2473,2,2341,2341,2240,101,99,2,2240,709,1531
"40C","Census Tract 40C, Philadelphia County, Pennsylvania","140","4210104003000","42","101",5019,5019,5013,5,1,1459,1459,1382,77,77,0,1382,573,809
"40D","Census Tract 40D, Philadelphia County, Pennsylvania","140","4210104004000","42","101",9445,9445,9434,9,2,2893,2893,2758,135,132,3,2758,1214,1544
"40E","Census Tract 40E, Philadelphia County, Pennsylvania","140","4210104005000","42","101",12417,12417,12410,6,1,3261,3261,3156,105,102,3,3156,1358,1798
"40F","Census Tract 40F, Philadelphia County, Pennsylvania","140","4210104006000","42","101",8505,8505,8493,11,1,2230,2230,2161,69,68,1,2161,990,1171
"40G","Census Tract 40G, Philadelphia County, Pennsylvania","140","4210104007000","42","101",26,26,26,0,0,4,4,4,0,0,0,4,0,4
"40H","Census Tract 40H, Philadelphia County, Pennsylvania","140","4210104008000","42","101",1120,1120,1120,0,0,234,234,230,4,4,0,230,92,138
"40I","Census Tract 40I, Philadelphia County, Pennsylvania","140","4210104009000","42","101",10596,10596,10584,1,11,2442,2442,2379,63,60,3,2379,972,1407
"40J","Census Tract 40J, Philadelphia County, Pennsylvania","140","4210104010000","42","101",5936,5936,5927,8,1,1609,1609,1523,86,83,3,1523,623,900
"40K","Census Tract 40K, Philadelphia County, Pennsylvania","140","4210104011000","42","101",5625,5625,5225,399,1,1412,1412,1379,33,31,2,1379,577,802
"40L","Census Tract 40L, Philadelphia County, Pennsylvania","140","4210104012000","42","101",14118,14118,14107,3,8,3636,3636,3558,78,71,7,3558,1540,2018
"40M","Census Tract 40M, Philadelphia County, Pennsylvania","140","4210104013000","42","101",9,9,3,6,0,11,11,7,4,4,0,7,7,0
"40N","Census Tract 40N, Philadelphia County, Pennsylvania","140","4210104014000","42","101",8279,8279,8240,37,2,2113,2113,2055,58,58,0,2055,601,1454
"40O","Census Tract 40O, Philadelphia County, Pennsylvania","140","4210104015000","42","101",3886,3886,3329,555,2,757,757,737,20,18,2,737,288,449
"40P","Census Tract 40P, Philadelphia County, Pennsylvania","140","4210104016000","42","101",2497,2497,2358,139,0,596,596,584,12,12,0,584,239,345
"40Q","Census Tract 40Q, Philadelphia County, Pennsylvania","140","4210104017000","42","101",2078,2078,1708,362,8,467,467,452,15,14,1,452,252,200
"40R","Census Tract 40R, Philadelphia County, Pennsylvania","140","4210104018000","42","101",23,23,23,0,0,7,7,7,0,0,0,7,2,5
"40S","Census Tract 40S, Philadelphia County, Pennsylvania","140","4210104019000","42","101",168,168,158,10,0,21,21,16,5,5,0,16,8,8
"40T","Census Tract 40T, Philadelphia County, Pennsylvania","140","4210104020000","42","101",27,27,27,0,0,8,8,6,2,2,0,6,1,5
"40U","Census Tract 40U, Philadelphia County, Pennsylvania","140","4210104021000","42","101",2769,2769,1316,1449,4,652,652,634,18,18,0,634,224,410
"40V","Census Tract 40V, Philadelphia County, Pennsylvania","140","4210104022000","42","101",2476,2476,1755,717,4,543,543,535,8,8,0,535,225,310
"40W","Census Tract 40W, Philadelphia County, Pennsylvania","140","4210104023000","42","101",1071,1071,549,522,0,240,240,240,0,0,0,240,114,126
"40X","Census Tract 40X, Philadelphia County, Pennsylvania","140","4210104024000","42","101",1978,1978,1120,857,1,434,434,422,12,11,1,422,195,227
"40Y","Census Tract 40Y, Philadelphia County, Pennsylvania","140","4210104025000","42","101",708,708,514,193,1,173,173,168,5,5,0,168,92,76
"40Z","Census Tract 40Z, Philadelphia County, Pennsylvania","140","4210104026000","42","101",78,78,0,78,0,13,13,12,1,1,0,12,10,2
"40AA","Census Tract 40AA, Philadelphia County, Pennsylvania","140","4210104027000","42","101",5,5,5,0,0,1,1,1,0,0,0,1,0,0
"40BB","Census Tract 40BB, Philadelphia County, Pennsylvania","140","4210104028000","42","101",7,7,7,0,0,1,1,1,0,0,0,1,0,0
"41A","Census Tract 41A, Philadelphia County, Pennsylvania","140","4210104101000","42","101",94,94,94,0,0,0,0,0,0,0,0,0,0,0
"41B","Census Tract 41B, Philadelphia County, Pennsylvania","140","4210104102000","42","101",316,316,315,1,0,59,59,59,0,0,0,59,48,11
"41C","Census Tract 41C, Philadelphia County, Pennsylvania","140","4210104103000","42","101",498,498,493,5,0,135,135,128,7,6,1,128,86,42
"41D","Census Tract 41D, Philadelphia County, Pennsylvania","140","4210104104000","42","101",79,79,79,0,0,20,20,19,1,1,0,19,12,7
"41E","Census Tract 41E, Philadelphia County, Pennsylvania","140","4210104105000","42","101",2013,2013,1388,625,0,229,229,208,21,21,0,208,96,112
"41F","Census Tract 41F, Philadelphia County, Pennsylvania","140","4210104106000","42","101",23,23,7,16,0,6,6,6,0,0,0,6,0,6
"41G","Census Tract 41G, Philadelphia County, Pennsylvania","140","4210104107000","42","101",3030,3030,2658,372,0,741,741,718,23,21,2,718,314,404
"41H","Census Tract 41H, Philadelphia County, Pennsylvania","140","4210104108000","42","101",4229,4229,4214,15,0,1203,1203,1152,51,50,1,1152,645,507
"41I","Census Tract 41I, Philadelphia County, Pennsylvania","140","4210104109000","42","101",8213,8213,8100,112,1,2083,2083,2007,76,67,9,2007,1299,708
"41J","Census Tract 41J, Philadelphia County, Pennsylvania","140","4210104110000","42","101",3246,3246,3245,1,0,973,973,932,41,41,0,932,684,248
"41K","Census Tract 41K, Philadelphia County, Pennsylvania","140","4210104111000","42","101",4645,4645,4645,0,0,1210,1210,1192,18,17,1,1192,671,521
"41L","Census Tract 41L, Philadelphia County, Pennsylvania","140","4210104112000","42","101",4357,4357,4356,0,1,1193,1193,1164,29,28,1,1164,665,499
"41M","Census Tract 41M, Philadelphia County, Pennsylvania","140","4210104113000","42","101",3047,3047,3047,0,0,835,835,821,14,14,0,821,383,438
"41N","Census Tract 41N, Philadelphia County, Pennsylvania","140","4210104114000","42","101",6478,6478,6475,2,1,1688,1688,1653,35,33,2,1653,731,922
"41O","Census Tract 41O, Philadelphia County, Pennsylvania","140","4210104115000","42","101",629,629,629,0,0,141,141,137,4,2,2,137,65,72
"41P","Census Tract 41P, Philadelphia County, Pennsylvania","140","4210104116000","42","101",285,285,281,4,0,70,70,70,0,0,0,70,11,59
"41Q","Census Tract 41Q, Philadelphia County, Pennsylvania","140","4210104117000","42","101",1461,1461,1214,243,4,256,256,254,2,1,1,254,120,134
"41R","Census Tract 41R, Philadelphia County, Pennsylvania","140","4210104118000","42","101",1474,1474,1287,185,2,7,7,7,0,0,0,7,2,5
"41S","Census Tract 41S, Philadelphia County, Pennsylvania","140","4210104119000","42","101",814,814,507,305,2,0,0,0,0,0,0,0,0,0
"41T","Census Tract 41T, Philadelphia County, Pennsylvania","140","4210104120000","42","101",3,3,3,0,0,1,1,1,0,0,0,1,0,0
"41U","Census Tract 41U, Philadelphia County, Pennsylvania","140","4210104121000","42","101",553,553,553,0,0,170,170,152,18,11,7,152,38,114
"41V","Census Tract 41V, Philadelphia County, Pennsylvania","140","4210104122000","42","101",266,266,262,4,0,63,63,55,8,8,0,55,37,18
"42A","Census Tract 42A, Philadelphia County, Pennsylvania","140","4210104201000","42","101",1499,1499,1499,0,0,457,457,454,3,3,0,454,263,191
"42B","Census Tract 42B, Philadelphia County, Pennsylvania","140","4210104202000","42","101",6294,6294,6293,0,1,1772,1772,1738,34,31,3,1738,1134,604
"42C","Census Tract 42C, Philadelphia County, Pennsylvania","140","4210104203000","42","101",1691,1691,1643,47,1,492,492,441,51,49,2,441,252,189
"42D","Census Tract 42D, Philadelphia County, Pennsylvania","140","4210104204000","42","101",3659,3659,3616,42,1,1073,1073,992,81,77,4,992,467,525
"42E","Census Tract 42E, Philadelphia County, Pennsylvania","140","4210104205000","42","101",8227,8227,8215,11,1,2514,2514,2477,37,36,1,2477,1907,570
"42F","Census Tract 42F, Philadelphia County, Pennsylvania","140","4210104206000","42","101",6939,6939,6929,10,0,2152,2152,2059,93,90,3,2059,1416,643
"42G","Census Tract 42G, Philadelphia County, Pennsylvania","140","4210104207000","42","101",128,128,128,0,0,71,71,46,25,25,0,46,36,10
"42H","Census Tract 42H, Philadelphia County, Pennsylvania","140","4210104208000","42","101",19,19,19,0,0,3,3,3,0,0,0,3,2,1
"42I","Census Tract 42I, Philadelphia County, Pennsylvania","140","4210104209000","42","101",18,18,18,0,0,5,5,4,1,1,0,4,1,3
"42J","Census Tract 42J, Philadelphia County, Pennsylvania","140","4210104210000","42","101",139,139,139,0,0,41,41,39,2,2,0,39,27,12
"42K","Census Tract 42K, Philadelphia County, Pennsylvania","140","4210104211000","42","101",325,325,325,0,0,176,176,96,80,55,25,96,75,21
"42L","Census Tract 42L, Philadelphia County, Pennsylvania","140","4210104212000","42","101",3632,3632,3626,6,0,1314,1314,1110,204,202,2,1110,869,241
"42M","Census Tract 42M, Philadelphia County, Pennsylvania","140","4210104213000","42","101",5441,5441,5419,14,8,1550,1550,1487,63,62,1,1487,585,902
"42N","Census Tract 42N, Philadelphia County, Pennsylvania","140","4210104214000","42","101",9197,9197,9144,47,6,2486,2486,2401,85,84,1,2401,1212,1189
"42O","Census Tract 42O, Philadelphia County, Pennsylvania","140","4210104215000","42","101",1708,1708,1666,42,0,438,438,415,23,23,0,415,277,138
"42P","Census Tract 42P, Philadelphia County, Pennsylvania","140","4210104216000","42","101",3835,3835,3833,2,0,1129,1129,1082,47,46,1,1082,717,365
"42Q","Census Tract 42Q, Philadelphia County, Pennsylvania","140","4210104217000","42","101",7484,7484,7470,0,14,2195,2195,2145,50,45,5,2145,1213,932
"42R","Census Tract 42R, Philadelphia County, Pennsylvania","140","4210104218000","42","101",3614,3614,3611,3,0,1115,1115,1091,24,24,0,1091,768,323
"42S","Census Tract 42S, Philadelphia County, Pennsylvania","140","4210104219000","42","101",3633,3633,3621,12,0,1076,1076,1019,57,47,10,1019,515,504
"42T","Census Tract 42T, Philadelphia County, Pennsylvania","140","4210104220000","42","101",4485,4485,4477,7,1,1387,1387,1294,93,93,0,1294,595,699
"42U","Census Tract 42U, Philadelphia County, Pennsylvania","140","4210104221000","42","101",7217,7217,6635,579,3,1955,1955,1907,48,45,3,1907,919,988
"42V","Census Tract 42V, Philadelphia County, Pennsylvania","140","4210104222000","42","101",5874,5874,5856,17,1,1898,1898,1619,279,217,62,1619,686,933
"42W","Census Tract 42W, Philadelphia County, Pennsylvania","140","4210104223000","42","101",3406,3406,3351,55,0,1160,1160,1070,90,90,0,1070,429,641
"42X","Census Tract 42X, Philadelphia County, Pennsylvania","140","4210104224000","42","101",132,132,130,2,0,20,20,18,2,1,1,18,12,6
"42Y","Census Tract 42Y, Philadelphia County, Pennsylvania","140","4210104225000","42","101",4463,4463,4459,4,0,1164,1164,1113,51,50,1,1113,530,583
"42Z","Census Tract 42Z, Philadelphia County, Pennsylvania","140","4210104226000","42","101",3729,3729,3729,0,0,1086,1086,1053,33,33,0,1053,599,454
"42AA","Census Tract 42AA, Philadelphia County, Pennsylvania","140","4210104227000","42","101",8127,8127,8121,3,3,2272,2272,2226,46,44,2,2226,1295,931
"42BB","Census Tract 42BB, Philadelphia County, Pennsylvania","140","4210104228000","42","101",3825,3825,3818,7,0,1029,1029,1010,19,16,3,1010,517,493
"42CC","Census Tract 42CC, Philadelphia County, Pennsylvania","140","4210104229000","42","101",110,110,110,0,0,27,27,27,0,0,0,27,9,18
"42DD","Census Tract 42DD, Philadelphia County, Pennsylvania","140","4210104230000","42","101",9312,9312,9306,2,4,2447,2447,2389,58,55,3,2389,1152,1237
"42EE","Census Tract 42EE, Philadelphia County, Pennsylvania","140","4210104231000","42","101",6389,6389,6387,1,1,1825,1825,1790,35,31,4,1790,873,917
"42FF","Census Tract 42FF, Philadelphia County, Pennsylvania","140","4210104232000","42","101",2776,2776,2773,2,1,789,789,769,20,20,0,769,331,438
"42GG","Census Tract 42GG, Philadelphia County, Pennsylvania","140","4210104233000","42","101",8786,8786,8777,6,3,2326,2326,2262,64,62,2,2262,1081,1181
"42HH","Census Tract 42HH, Philadelphia County, Pennsylvania","140","4210104234000","42","101",10064,10064,10015,31,18,3014,3014,2887,127,116,11,2887,1314,1573
"42II","Census Tract 42II, Philadelphia County, Pennsylvania","140","4210104235000","42","101",4943,4943,4932,7,4,1392,1392,1356,36,34,2,1356,716,640
"42JJ","Census Tract 42JJ, Philadelphia County, Pennsylvania","140","4210104236000","42","101",1588,1588,1588,0,0,435,435,418,17,17,0,418,168,250
"42KK","Census Tract 42KK, Philadelphia County, Pennsylvania","140","4210104237000","42","101",4385,4385,4381,4,0,1196,1196,1170,26,26,0,1170,632,538
"43A","Census Tract 43A, Philadelphia County, Pennsylvania","140","4210104301000","42","101",8240,8240,8238,1,1,2348,2348,2317,31,30,1,2317,1449,868
"43B","Census Tract 43B, Philadelphia County, Pennsylvania","140","4210104302000","42","101",7146,7146,6797,346,3,1918,1918,1844,74,72,2,1844,851,993
"43C","Census Tract 43C, Philadelphia County, Pennsylvania","140","4210104303000","42","101",6407,6407,6013,387,7,1811,1811,1713,98,97,1,1713,756,957
"43D","Census Tract 43D, Philadelphia County, Pennsylvania","140","4210104304000","42","101",17434,17434,17254,171,9,4754,4754,4627,127,118,9,4627,2415,2212
"43E","Census Tract 43E, Philadelphia County, Pennsylvania","140","4210104305000","42","101",11522,11522,11514,1,7,3293,3293,3185,108,101,7,3185,1543,1642
"44A","Census Tract 44A, Philadelphia County, Pennsylvania","140","4210104401000","42","101",13226,13226,11946,1275,5,3160,3160,2993,167,158,9,2993,1081,1912
"44B","Census Tract 44B, Philadelphia County, Pennsylvania","140","4210104402000","42","101",16221,16221,6614,9585,22,3947,3947,3854,93,91,2,3854,839,3015
"44C","Census Tract 44C, Philadelphia County, Pennsylvania","140","4210104403000","42","101",14296,14296,10124,4131,41,4217,4217,4035,182,181,1,4035,1264,2771
"45A","Census Tract 45A, Philadelphia County, Pennsylvania","140","4210104501000","42","101",3569,3569,3567,0,2,855,855,840,15,15,0,840,561,279
"45B","Census Tract 45B, Philadelphia County, Pennsylvania","140","4210104502000","42","101",12,12,12,0,0,8,8,8,0,0,0,8,2,6
"45C","Census Tract 45C, Philadelphia County, Pennsylvania","140","4210104503000","42","101",6885,6885,6884,1,0,1619,1619,1603,16,14,2,1603,1116,487
"45D","Census Tract 45D, Philadelphia County, Pennsylvania","140","4210104504000","42","101",362,362,362,0,0,89,89,89,0,0,0,89,29,60
"45E","Census Tract 45E, Philadelphia County, Pennsylvania","140","4210104505000","42","101",1189,1189,1188,1,0,322,322,281,41,41,0,281,134,147
"45F","Census Tract 45F, Philadelphia County, Pennsylvania","140","4210104506000","42","101",2118,2118,2113,0,5,630,630,619,11,11,0,619,283,336
"45G","Census Tract 45G, Philadelphia County, Pennsylvania","140","4210104507000","42","101",9037,9037,9033,0,4,2458,2458,2406,52,51,1,2406,1345,1061
"45H","Census Tract 45H, Philadelphia County, Pennsylvania","140","4210104508000","42","101",3151,3151,3096,55,0,756,756,747,9,8,1,747,458,289
"45I","Census Tract 45I, Philadelphia County, Pennsylvania","140","4210104509000","42","101",7994,7994,7978,16,0,1793,1793,1776,17,14,3,1776,1204,572
"45J","Census Tract 45J, Philadelphia County, Pennsylvania","140","4210104510000","42","101",1219,1219,1184,35,0,283,283,279,4,4,0,279,129,150
"45K","Census Tract 45K, Philadelphia County, Pennsylvania","140","4210104511000","42","101",21,21,21,0,0,12,12,8,4,2,2,8,0,8
"46A","Census Tract 46A, Philadelphia County, Pennsylvania","140","4210104601000","42","101",8982,8982,8789,186,7,3573,3573,3290,283,273,10,3290,447,2843
"46B","Census Tract 46B, Philadelphia County, Pennsylvania","140","4210104602000","42","101",10548,10548,9900,638,10,3357,3357,3176,181,171,10,3176,1050,2126
"46C","Census Tract 46C, Philadelphia County, Pennsylvania","140","4210104603000","42","101",8259,8259,7665,585,9,2245,2245,2122,123,114,9,2122,761,1361
"46D","Census Tract 46D, Philadelphia County, Pennsylvania","140","4210104604000","42","101",15169,15169,15147,13,9,4441,4441,4204,237,223,14,4204,1578,2626
"46E","Census Tract 46E, Philadelphia County, Pennsylvania","140","4210104605000","42","101",11151,11151,11094,49,8,2919,2919,2797,122,113,9,2797,1441,1356
"46F","Census Tract 46F, Philadelphia County, Pennsylvania","140","4210104606000","42","101",13191,13191,13180,7,4,3408,3408,3303,105,102,3,3303,1557,1746
"46G","Census Tract 46G, Philadelphia County, Pennsylvania","140","4210104607000","42","101",6655,6655,6639,3,13,1981,1981,1887,94,89,5,1887,971,916
"46H","Census Tract 46H, Philadelphia County, Pennsylvania","140","4210104608000","42","101",5874,5874,5810,64,0,2113,2113,1982,131,129,2,1982,690,1292
"46I","Census Tract 46I, Philadelphia County, Pennsylvania","140","4210104609000","42","101",5893,5893,5781,108,4,2399,2399,2232,167,155,12,2232,531,1701
"46J","Census Tract 46J, Philadelphia County, Pennsylvania","140","4210104610000","42","101",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47A","Census Tract 47A, Philadelphia County, Pennsylvania","140","4210104701000","42","101",13686,13686,8447,5220,19,5151,5151,4618,533,520,13,4618,654,3964
"47B","Census Tract 47B, Philadelphia County, Pennsylvania","140","4210104702000","42","101",5108,5108,505,4598,5,1461,1461,1355,106,96,10,1355,166,1189
"47C","Census Tract 47C, Philadelphia County, Pennsylvania","140","4210104703000","42","101",10678,10678,3426,7249,3,2296,2296,2122,174,173,1,2122,321,1801
"47D","Census Tract 47D, Philadelphia County, Pennsylvania","140","4210104704000","42","101",2486,2486,1327,1155,4,837,837,755,82,82,0,755,68,687
"48A","Census Tract 48A, Philadelphia County, Pennsylvania","140","4210104801000","42","101",18950,18950,18874,67,9,4364,4364,4290,74,58,16,4290,2501,1789
"48B","Census Tract 48B, Philadelphia County, Pennsylvania","140","4210104802000","42","101",2881,2881,2881,0,0,619,619,612,7,6,1,612,400,212
"48C","Census Tract 48C, Philadelphia County, Pennsylvania","140","4210104803000","42","101",4958,4958,4950,7,1,1298,1298,1256,42,39,3,1256,574,682
"48D","Census Tract 48D, Philadelphia County, Pennsylvania","140","4210104804000","42","101",656,656,656,0,0,154,154,150,4,3,1,150,44,106
"48E","Census Tract 48E, Philadelphia County, Pennsylvania","140","4210104805000","42","101",133,133,133,0,0,32,32,32,0,0,0,32,12,20
"48F","Census Tract 48F, Philadelphia County, Pennsylvania","140","4210104806000","42","101",10,10,10,0,0,3,3,3,0,0,0,3,0,3
